Product Name,Category,Sell Price,Condition,Language,Add Qty,Finish,ASIN,TCG Player Name, TCG Player ID
Forest (593) - Retro Frame,30th Anniversary Edition,3.06,Near Mint,English,3,Normal,,Forest (593) (Retro Frame),449497
Forest (594) - Retro Frame,30th Anniversary Edition,2.0,Near Mint,English,4,Normal,,Forest (594) (Retro Frame),449498
Island (583) - Retro Frame,30th Anniversary Edition,6.58,Near Mint,English,1,Normal,,Island (583) (Retro Frame),449487
Island (584) - Retro Frame,30th Anniversary Edition,3.25,Near Mint,English,1,Normal,,Island (584) (Retro Frame),449488
Island (585) - Retro Frame,30th Anniversary Edition,2.3,Near Mint,English,1,Normal,,Island (585) (Retro Frame),449489
Mountain (589) - Retro Frame,30th Anniversary Edition,1.45,Near Mint,English,1,Normal,,Mountain (589) (Retro Frame),449493
Mountain (591) - Retro Frame,30th Anniversary Edition,1.84,Near Mint,English,4,Normal,,Mountain (591) (Retro Frame),449495
Plains (580) - Retro Frame,30th Anniversary Edition,2.43,Near Mint,English,1,Normal,,Plains (580) (Retro Frame),449484
Plains (581) - Retro Frame,30th Anniversary Edition,2.7,Near Mint,English,2,Normal,,Plains (581) (Retro Frame),449485
Plains (582) - Retro Frame,30th Anniversary Edition,3.29,Near Mint,English,1,Normal,,Plains (582) (Retro Frame),449486
Battle Cry Goblin,Adventures in the Forgotten Realms,0.54,Near Mint,English,2,Normal,B09JN686DR,Battle Cry Goblin,243156
"Ebondeath, Dracolich",Adventures in the Forgotten Realms,3.21,Near Mint,English,1,Normal,B09JN6TQYX,"Ebondeath, Dracolich",243073
Feign Death,Adventures in the Forgotten Realms,0.49,Near Mint,English,1,Normal,B09JN66MN8,Feign Death,243205
Hall of Storm Giants,Adventures in the Forgotten Realms,2.15,Near Mint,English,1,Normal,B09JN6F8DJ,Hall of Storm Giants,243193
Minion of the Mighty,Adventures in the Forgotten Realms,0.92,Near Mint,English,1,Normal,B09JN6G94W,Minion of the Mighty,243053
Prosperous Innkeeper,Adventures in the Forgotten Realms,0.87,Near Mint,English,1,Normal,B09JN64KHY,Prosperous Innkeeper,239194
Wish,Adventures in the Forgotten Realms,0.66,Near Mint,English,1,Normal,B09JN71MBF,Wish,243170
Trophy Mage,Aether Revolt,0.39,Near Mint,English,1,Normal,B01MYA4K98,Trophy Mage,125849
Architects of Will,Alara Reborn,1.51,Near Mint,English,1,Normal,B002C405BQ,Architects of Will,31696
Soldevi Adnate (Female),Alliances,0.58,Near Mint,English,1,Normal,B005OV5FSW,Soldevi Adnate (Woman),81843
Bontu the Glorified,Amonkhet,2.09,Near Mint,English,1,Normal,B071R81HJG,Bontu the Glorified,130067
Lightning Angel,Apocalypse,0.81,Near Mint,English,1,Normal,B005OV4CZO,Lightning Angel,7985
Phyrexian Rager,Apocalypse,0.27,Near Mint,English,2,Normal,B005OV4JFC,Phyrexian Rager,8010
Dragonmaster Outcast,Battle for Zendikar,0.82,Near Mint,English,1,Normal,B015D1QDTC,Dragonmaster Outcast,105295
Sanctum of Ugin,Battle for Zendikar,1.48,Near Mint,English,1,Normal,B015EMOBSU,Sanctum of Ugin,105304
Myr Token,Battlebond,0.19,Near Mint,English,1,Normal,B07FKT78KV,Myr Token,168160
Archetype of Courage,Born of the Gods,1.04,Near Mint,English,2,Normal,B00HWJ08QS,Archetype of Courage,78841
Skred,Coldsnap,2.98,Near Mint,English,3,Normal,B005OV49RA,Skred,14113
Plains (289),Collectors' Edition,2.68,Near Mint,English,1,Normal,,Plains (A) (CE),97695
Cultivate,Commander 2011,0.77,Near Mint,English,1,Normal,B005LHP6X8,Cultivate,47366
Control Magic,Commander 2013,0.6,Near Mint,English,1,Normal,B00G6TWF20,Control Magic,72071
Fecundity,Commander 2013,0.51,Near Mint,English,1,Normal,B00G6TYLOA,Fecundity,72112
Nihil Spellbomb,Commander 2013,0.54,Near Mint,English,1,Normal,B00G6TVQIY,Nihil Spellbomb,72205
Reincarnation,Commander 2013,0.99,Near Mint,English,1,Normal,B00G6TZGWQ,Reincarnation,72240
Adarkar Valkyrie,Commander 2014,0.94,Near Mint,English,1,Normal,B00P6O5ZSC,Adarkar Valkyrie,94206
Artisan of Kozilek,Commander 2014,0.47,Near Mint,English,1,Normal,B00P6O4ATC,Artisan of Kozilek,94213
Brave the Elements,Commander 2014,0.91,Near Mint,English,1,Normal,B00P6O3FZC,Brave the Elements,94209
Gift of Estates,Commander 2014,1.01,Near Mint,English,1,Normal,B00P6O3D9U,Gift of Estates,94224
"Nahiri, the Lithomancer",Commander 2014,0.76,Near Mint,English,1,Normal,B00OZXY5WW,"Nahiri, the Lithomancer",94194
Ob Nixilis of the Black Oath,Commander 2014,1.92,Near Mint,English,1,Normal,B00OYKP9OO,Ob Nixilis of the Black Oath,94096
Ghost Quarter,Commander 2015,0.75,Near Mint,English,1,Normal,B017ONQRRK,Ghost Quarter,108141
Solemn Simulacrum,Commander 2015,1.09,Near Mint,English,1,Normal,B017ONQENW,Solemn Simulacrum,108103
Azorius Signet,Commander 2018,0.51,Near Mint,English,1,Normal,B07G1YKNMN ,Azorius Signet,171107
Blinkmoth Urn,Commander 2018,1.84,Near Mint,English,1,Normal,B07G22H94F ,Blinkmoth Urn,171109
Crib Swap,Commander 2018,0.48,Near Mint,English,1,Normal,B07G1ZS53T ,Crib Swap,171161
Isolated Watchtower,Commander 2018,0.84,Near Mint,English,1,Normal,B07G1YY87B ,Isolated Watchtower,171047
Empowered Autogenerator,Commander 2019,1.32,Near Mint,English,1,Normal,B07W79H31M,Empowered Autogenerator,196463
Grim Haruspex,Commander 2019,2.13,Near Mint,English,1,Normal,B07W9J3G7X,Grim Haruspex,196522
Llanowar Wastes,Commander 2019,1.27,Near Mint,English,1,Normal,B07WF2KJS7,Llanowar Wastes,196510
Sevinne's Reclamation,Commander 2019,0.51,Near Mint,English,1,Normal,B07WD1GF3N,Sevinne's Reclamation,196278
Thieving Amalgam,Commander 2019,1.37,Near Mint,English,1,Normal,B07WD1HX3L,Thieving Amalgam,196459
Yavimaya Coast,Commander 2019,2.17,Near Mint,English,1,Normal,B07WF34MQS,Yavimaya Coast,196496
Comet Storm,Commander 2020,0.9,Near Mint,English,1,Normal,B0872J6DVF,Comet Storm,212448
Despark,Commander 2020,0.42,Near Mint,English,1,Normal,B0872HQN8M,Despark,212309
Grisly Salvage,Commander 2020,0.73,Near Mint,English,1,Normal,B0872J9ZXQ,Grisly Salvage,212316
Halimar Depths,Commander 2020,0.6,Near Mint,English,1,Normal,B0872KKNCR,Halimar Depths,212416
Murmuring Mystic,Commander 2020,0.37,Near Mint,English,1,Normal,B0872KDL4H,Murmuring Mystic,212410
Nyx Weaver,Commander 2020,1.02,Near Mint,English,1,Normal,B0872JTQK5,Nyx Weaver,212327
Vastwood Hydra,Commander 2020,0.86,Near Mint,English,1,Normal,B0872JXN5R,Vastwood Hydra,212517
Caves of Koilos,Commander 2021,0.71,Near Mint,English,1,Normal,,Caves of Koilos,236443
Duelist's Heritage,Commander 2021,0.68,Near Mint,English,1,Normal,,Duelist's Heritage,236678
Incarnation Technique,Commander 2021,5.0,Near Mint,English,1,Normal,,Incarnation Technique,236398
Keen Duelist,Commander 2021,2.02,Near Mint,English,1,Normal,,Keen Duelist,236399
Wurm // Kraken Token,Commander 2021,0.63,Near Mint,English,1,Normal,,Wurm // Kraken Double-sided Token,237062
Scourge of Nel Toth,Commander Anthology,0.54,Near Mint,English,1,Normal,B072JL528T,Scourge of Nel Toth,132144
Austere Command,Commander Legends,0.64,Near Mint,English,1,Normal,B08NWKSDWJ,Austere Command,226930
Body of Knowledge - Extended Art,Commander Legends,1.69,Near Mint,English,1,Normal,B08NWM4TLJ,Body of Knowledge (Extended Art),227160
Fyndhorn Elves,Commander Legends,1.01,Near Mint,English,1,Normal,B08NWL8FLS,Fyndhorn Elves,226624
"Kediss, Emberclaw Familiar",Commander Legends,2.19,Near Mint,English,1,Normal,B08NWL7G5K,"Kediss, Emberclaw Familiar",226634
Necrotic Hex - Extended Art,Commander Legends,1.56,Near Mint,English,1,Normal,B08NWP1P4J,Necrotic Hex (Extended Art),226904
"Odric, Lunarch Marshal - Theme Deck Exclusive",Commander Legends,0.56,Near Mint,English,1,Normal,B08NWKYZ9J,"Odric, Lunarch Marshal",227266
Terastodon - Theme Deck Exclusive,Commander Legends,0.74,Near Mint,English,1,Normal,B08NWL6CHL,Terastodon,227359
Victimize,Commander Legends,0.66,Near Mint,English,1,Normal,B08NWPG1X2,Victimize,226880
Whelming Wave - Theme Deck Exclusive,Commander Legends,1.04,Near Mint,English,1,Normal,B08NWN43K5,Whelming Wave,227308
Astarion's Thirst,Commander Legends: Battle for Baldur's Gate,0.53,Near Mint,English,1,Normal,B0B55C5RF9,Astarion's Thirst,273058
Captain N'ghathrod - Extended Art,Commander: Commander Legends: Battle for Baldur's Gate,4.83,Near Mint,English,2,Normal,,Captain N'ghathrod (Extended Art),273893
Castle Vantress,Commander: Commander Legends: Battle for Baldur's Gate,1.24,Near Mint,English,1,Normal,,Castle Vantress,273568
Chaos Dragon,Commander: Commander Legends: Battle for Baldur's Gate,1.44,Near Mint,English,1,Normal,,Chaos Dragon,273874
Clan Crafter - Extended Art,Commander: Commander Legends: Battle for Baldur's Gate,1.06,Near Mint,English,3,Normal,,Clan Crafter (Extended Art),273848
Dissipation Field,Commander: Commander Legends: Battle for Baldur's Gate,0.6,Near Mint,English,1,Normal,,Dissipation Field,273575
Earthquake Dragon - Extended Art,Commander Legends: Battle for Baldur's Gate,1.62,Near Mint,English,1,Normal,,Earthquake Dragon (Extended Art),273065
Endless Evil - Extended Art,Commander: Commander Legends: Battle for Baldur's Gate,0.68,Near Mint,English,1,Normal,,Endless Evil (Extended Art),273870
Jaheira's Respite - Extended Art,Commander Legends: Battle for Baldur's Gate,0.49,Near Mint,English,1,Normal,,Jaheira's Respite (Extended Art),272585
Majestic Genesis,Commander Legends: Battle for Baldur's Gate,1.88,Near Mint,English,1,Normal,B0B55B7HHC,Majestic Genesis,272735
"Miirym, Sentinel Wyrm - Showcase",Commander Legends: Battle for Baldur's Gate,0.67,Near Mint,English,1,Normal,,"Miirym, Sentinel Wyrm (Showcase)",273402
Mocking Doppelganger - Extended Art,Commander: Commander Legends: Battle for Baldur's Gate,0.66,Near Mint,English,1,Normal,,Mocking Doppelganger (Extended Art),273851
Wizards of Thay - Extended Art,Commander Legends: Battle for Baldur's Gate,0.54,Near Mint,English,1,Normal,,Wizards of Thay (Extended Art),272767
Wyll's Reversal,Commander Legends: Battle for Baldur's Gate,1.14,Near Mint,English,1,Normal,B0B55C28KK,Wyll's Reversal,272737
"Wyll, Blade of Frontiers",Commander Legends: Battle for Baldur's Gate,1.07,Near Mint,English,1,Normal,B0B559W43W,"Wyll, Blade of Frontiers",272818
"Wyll, Blade of Frontiers - Showcase",Commander Legends: Battle for Baldur's Gate,0.54,Near Mint,English,3,Normal,B0B55D1DGP,"Wyll, Blade of Frontiers (Showcase)",272820
Abstruse Archaic,Commander Masters,0.72,Near Mint,English,1,Normal,,Abstruse Archaic,506741
Crashing Drawbridge,Commander Masters,1.25,Near Mint,English,1,Normal,,Crashing Drawbridge,506728
"Daretti, Scrap Savant",Commander Masters,1.05,Near Mint,English,1,Normal,,"Daretti, Scrap Savant",503645
Dreadhorde Invasion,Commander Masters,0.76,Near Mint,English,1,Normal,,Dreadhorde Invasion,505994
Everflowing Chalice,Commander Masters,0.6,Near Mint,English,1,Normal,,Everflowing Chalice,506739
Geier Reach Sanitarium,Commander Masters,1.12,Near Mint,English,1,Normal,,Geier Reach Sanitarium,506676
Mirage Mirror,Commander Masters,1.31,Near Mint,English,1,Normal,,Mirage Mirror,506709
Mystic Forge,Commander Masters,2.13,Near Mint,English,1,Normal,,Mystic Forge,506714
Oblivion Sower,Commander Masters,0.94,Near Mint,English,1,Normal,,Oblivion Sower,506650
Ornithopter of Paradise,Commander Masters,1.67,Near Mint,English,1,Normal,,Ornithopter of Paradise,506732
Scavenger Grounds,Commander Masters,1.33,Near Mint,English,2,Normal,,Scavenger Grounds,506686
Skittering Cicada,Commander Masters,1.83,Near Mint,English,1,Normal,,Skittering Cicada,506767
Solemn Simulacrum,Commander Masters,0.74,Near Mint,English,2,Normal,,Solemn Simulacrum,506685
Steel Hellkite,Commander Masters,0.52,Near Mint,English,1,Normal,,Steel Hellkite,506699
Stonecoil Serpent,Commander Masters,0.99,Near Mint,English,1,Normal,,Stonecoil Serpent,506702
Ugin's Mastery,Commander Masters,0.97,Near Mint,English,1,Normal,,Ugin's Mastery,506780
"Goreclaw, Terror of Qal Sisma",Core Set 2019,0.65,Near Mint,English,1,Normal,B07F6Y5BTY,"Goreclaw, Terror of Qal Sisma",169109
Angel of Vitality,Core Set 2020,1.03,Near Mint,English,4,Normal,B07TDCTNN9,Angel of Vitality,192522
Conspicuous Snoop,Core Set 2021,4.97,Near Mint,English,4,Normal,B08BKC2H2H,Conspicuous Snoop,215603
Garruk's Uprising - Showcase,Core Set 2021,0.85,Near Mint,English,1,Normal,B08BKDCDBX,Garruk's Uprising (Showcase),215626
Llanowar Visionary - Dark Frame Promo Pack,Promo Pack: Core Set 2021,1.02,Near Mint,English,1,Normal,,Llanowar Visionary,215688
Shacklegeist - Extended Art,Core Set 2021,0.86,Near Mint,English,1,Normal,B08BK9YN9N,Shacklegeist (Extended Art),215927
Disorder in the Court - Extended Art,Commander: Innistrad: Crimson Vow,1.23,Near Mint,English,1,Normal,B09MBSNSJN,Disorder in the Court (Extended Art),254679
Imprisoned in the Moon,Commander: Innistrad: Crimson Vow,0.75,Near Mint,English,2,Normal,,Imprisoned in the Moon,254207
"Kamber, the Plunderer - Extended Art",Commander: Innistrad: Crimson Vow,1.19,Near Mint,English,1,Normal,,"Kamber, the Plunderer (Extended Art)",254667
Olivia's Wrath - Extended Art,Commander: Innistrad: Crimson Vow,1.46,Near Mint,English,1,Normal,,Olivia's Wrath (Extended Art),254670
Thundering Mightmare,Commander: Innistrad: Crimson Vow,0.71,Near Mint,English,1,Normal,,Thundering Mightmare,253808
Thundering Mightmare - Extended Art,Commander: Innistrad: Crimson Vow,0.75,Near Mint,English,1,Normal,B09MBTJBMN,Thundering Mightmare (Extended Art),253817
Curse of Misfortunes,Dark Ascension,0.77,Near Mint,English,1,Normal,B0070T1B98,Curse of Misfortunes,57808
Increasing Ambition,Dark Ascension,0.75,Near Mint,English,1,Normal,B0071DSJ8E,Increasing Ambition,57815
The Ninth Doctor - Showcase,Doctor Who,1.27,Near Mint,English,1,Normal,,The Ninth Doctor (Showcase),519074
Cabal Stronghold,Dominaria,10.32,Near Mint,English,1,Normal,B07CQW7VQP,Cabal Stronghold,164377
"Danitha Capashen, Paragon",Dominaria,0.23,Near Mint,English,1,Normal,B07CRNPCJ7,"Danitha Capashen, Paragon",163814
History of Benalia,Dominaria,0.92,Near Mint,English,1,Normal,B07CQSYW4M,History of Benalia,162200
Jhoira's Familiar,Dominaria,0.86,Near Mint,English,5,Normal,B07CRN5WPK,Jhoira's Familiar,162257
Merfolk Trickster,Dominaria,1.22,Near Mint,English,1,Normal,B07CRRXM8S,Merfolk Trickster,162225
"Muldrotha, the Gravetide",Dominaria,10.4,Near Mint,English,1,Normal,B07CQT2GZ5,"Muldrotha, the Gravetide",162139
Sylvan Awakening,Dominaria,1.51,Near Mint,English,1,Normal,B07CR377YK,Sylvan Awakening,162247
Oversold Cemetery - Borderless,Dominaria Remastered,0.54,Near Mint,English,1,Normal,,Oversold Cemetery (Borderless),457237
Pashalik Mons - Retro Frame,Dominaria Remastered,0.65,Near Mint,English,1,Normal,,Pashalik Mons (Retro Frame),457243
Worldgorger Dragon - Retro Frame,Dominaria Remastered,0.53,Near Mint,English,1,Normal,,Worldgorger Dragon (Retro Frame),457102
Anointed Peacekeeper,Dominaria United,0.54,Near Mint,English,1,Normal,B0BDY1RKL7,Anointed Peacekeeper,283402
Destroy Evil,Dominaria United,1.03,Near Mint,English,3,Normal,B0BDY2RKWK,Destroy Evil,283655
"Jaya, Fiery Negotiator",Dominaria United,0.52,Near Mint,English,3,Normal,,"Jaya, Fiery Negotiator",279827
Negate,Dominaria United,0.27,Near Mint,English,5,Normal,,Negate,283488
Resolute Reinforcements,Dominaria United,0.4,Near Mint,English,2,Normal,B0BDY4D3SN,Resolute Reinforcements,282794
"Rith, Liberated Primeval - Showcase",Dominaria United,0.57,Near Mint,English,2,Normal,,"Rith, Liberated Primeval (Showcase)",283481
Rivaz of the Claw,Dominaria United,1.34,Near Mint,English,1,Normal,B0BDY2LZ2V,Rivaz of the Claw,283421
Rundvelt Hordemaster,Dominaria United,1.11,Near Mint,English,1,Normal,B0BDY2HH42,Rundvelt Hordemaster,283186
Soul of Windgrace,Dominaria United,0.64,Near Mint,English,1,Normal,,Soul of Windgrace,282777
"Squee, Dubious Monarch",Dominaria United,0.73,Near Mint,English,1,Normal,B0BDY2398M,"Squee, Dubious Monarch",282735
Weatherlight Compleated,Dominaria United,0.63,Near Mint,English,1,Normal,,Weatherlight Compleated,283162
"Zur, Eternal Schemer",Dominaria United,1.12,Near Mint,English,1,Normal,,"Zur, Eternal Schemer",282775
Emperor Mihail II,Commander: Dominaria United,0.78,Near Mint,English,1,Normal,,Emperor Mihail II,283611
Trash for Treasure,Double Masters,0.75,Near Mint,English,1,Normal,B08DX9WR27,Trash for Treasure,218373
Atarka's Command,Double Masters 2022,0.79,Near Mint,English,1,Normal,,Atarka's Command,277177
Backdraft Hellkite,Double Masters 2022,0.49,Near Mint,English,1,Normal,,Backdraft Hellkite,276470
Forbidden Orchard - Borderless,Double Masters 2022,6.94,Near Mint,English,1,Normal,,Forbidden Orchard (Borderless),276662
"Skullbriar, the Walking Grave",Double Masters 2022,0.63,Near Mint,English,1,Normal,,"Skullbriar, the Walking Grave",276836
Wall of Omens,Double Masters 2022,0.61,Near Mint,English,1,Normal,,Wall of Omens,276665
"Mirko Vosk, Mind Drinker",Dragon's Maze,0.58,Near Mint,English,1,Normal,B00CBICU8Y,"Mirko Vosk, Mind Drinker",67908
Dragon Whisperer,Dragons of Tarkir,0.6,Near Mint,English,1,Normal,B00UI4R448,Dragon Whisperer,96522
Explosive Vegetation,Dragons of Tarkir,0.6,Near Mint,English,2,Normal,B00UO0KTMK,Explosive Vegetation,96732
Impact Tremors,Dragons of Tarkir,0.59,Near Mint,English,1,Normal,B00UO0O6YW,Impact Tremors,96697
Inspiring Call,Dragons of Tarkir,0.4,Near Mint,English,1,Normal,B00UO0L5FU,Inspiring Call,96743
Butcher Ghoul,Duel Decks: Blessed vs Cursed,0.86,Near Mint,English,2,Normal,B01BUL9RYM,Butcher Ghoul,113225
Seraph Sanctuary,Duel Decks: Blessed vs Cursed,1.18,Near Mint,English,1,Normal,B01BUL9SLO,Seraph Sanctuary,113315
Victim of Night,Duel Decks: Blessed vs Cursed,0.53,Near Mint,English,1,Normal,B01BULA34K,Victim of Night,113348
Myr Token,Duel Decks: Elves vs. Inventors,0.79,Near Mint,English,1,Normal,,Myr Token,164392
Orcish Lumberjack,Duel Decks: Heroes vs Monsters,0.61,Near Mint,English,1,Normal,B00F0WZ7D8,Orcish Lumberjack,71066
Eternal Scourge,Eldritch Moon,2.98,Near Mint,English,1,Normal,B01HSE6KVI,Eternal Scourge,120119
Counterspell,Eternal Masters,1.15,Near Mint,English,1,Normal,B01G5S4D4Y,Counterspell,118445
Wall of Omens,Eternal Masters,0.47,Near Mint,English,1,Normal,B01G9EI386,Wall of Omens,118647
Necropolis Regent,Explorers of Ixalan,0.67,Near Mint,English,1,Normal,B079HJS3NR,Necropolis Regent,152487
Aeolipile,Fallen Empires,2.0,Near Mint,English,1,Normal,B005OV4ECK,Aeolipile,3596
Conch Horn,Fallen Empires,5.04,Near Mint,English,1,Normal,B005OV4KLK,Conch Horn,3616
Draconian Cylix,Fallen Empires,1.55,Near Mint,English,1,Normal,B005OV4LU0,Draconian Cylix,3621
Elven Lyre,Fallen Empires,0.65,Near Mint,English,1,Normal,B005OV4QOQ,Elven Lyre,3636
Fungal Bloom,Fallen Empires,3.27,Near Mint,English,2,Normal,B005OV4UA6,Fungal Bloom,3650
Icatian Lieutenant,Fallen Empires,0.62,Near Mint,English,1,Normal,B005OV546A,Icatian Lieutenant,3691
Spirit Shield,Fallen Empires,0.78,Near Mint,English,1,Normal,B005OV5L40,Spirit Shield,3744
Palace Siege,Fate Reforged,1.05,Near Mint,English,1,Normal,B00RNF2VR0,Palace Siege,95270
All Suns' Dawn,Fifth Dawn,0.57,Near Mint,English,1,Normal,B0062DPF2M,All Suns' Dawn,11853
Possessed Portal,Fifth Dawn,2.64,Near Mint,English,1,Normal,B0062DQDUA,Possessed Portal,11817
Dust to Dust,Fifth Edition,8.19,Near Mint,English,1,Normal,B005OURRCA,Dust to Dust,2119
Order of the Sacred Torch,Fifth Edition,0.63,Near Mint,English,1,Normal,B0062DQNJG,Order of the Sacred Torch,2301
Bucknard's Everfull Purse,Commander: Adventures in the Forgotten Realms,0.71,Near Mint,English,1,Normal,,Bucknard's Everfull Purse,243743
Death Tyrant,Commander: Adventures in the Forgotten Realms,1.97,Near Mint,English,1,Normal,,Death Tyrant,243734
Death Tyrant - Extended Art,Commander: Adventures in the Forgotten Realms,1.93,Near Mint,English,1,Normal,,Death Tyrant (Extended Art),244228
Fevered Suspicion - Extended Art,Commander: Adventures in the Forgotten Realms,2.42,Near Mint,English,1,Normal,,Fevered Suspicion (Extended Art),244252
Geier Reach Sanitarium,Commander: Adventures in the Forgotten Realms,0.54,Near Mint,English,1,Normal,,Geier Reach Sanitarium,243957
Grave Endeavor - Extended Art,Commander: Adventures in the Forgotten Realms,0.56,Near Mint,English,1,Normal,,Grave Endeavor (Extended Art),244229
Halimar Depths,Commander: Adventures in the Forgotten Realms,0.52,Near Mint,English,1,Normal,,Halimar Depths,244009
Hurl Through Hell,Commander: Adventures in the Forgotten Realms,3.02,Near Mint,English,1,Normal,,Hurl Through Hell,243739
Midnight Pathlighter - Extended Art,Commander: Adventures in the Forgotten Realms,1.23,Near Mint,English,1,Normal,,Midnight Pathlighter (Extended Art),244258
Neverwinter Hydra - Extended Art,Commander: Adventures in the Forgotten Realms,6.4,Near Mint,English,1,Normal,,Neverwinter Hydra (Extended Art),244246
Sefris of the Hidden Ways - Extended Art,Commander: Adventures in the Forgotten Realms,3.14,Near Mint,English,1,Normal,,Sefris of the Hidden Ways (Extended Art),244262
Serum Visions,Commander: Adventures in the Forgotten Realms,0.71,Near Mint,English,1,Normal,B09MYBHBGL,Serum Visions,243835
Dark Ritual,Fourth Edition,1.15,Near Mint,English,3,Normal,B005OUR80Q,Dark Ritual,1712
Forest (376),Fourth Edition,0.56,Near Mint,English,3,Normal,B00HZ8JYP2,Forest (A),1758
Island (368),Fourth Edition,0.58,Near Mint,English,3,Normal,B00HZ8JZM4,Island (B),18105
Island (369),Fourth Edition,0.49,Near Mint,English,3,Normal,B00HZ8K1AO,Island (C),1800
Llanowar Elves,Fourth Edition,0.76,Near Mint,English,3,Normal,B005OURI6K,Llanowar Elves,1828
Mana Clash,Fourth Edition,0.74,Near Mint,English,1,Normal,B0062DQXD2,Mana Clash,1836
Mountain (373),Fourth Edition,0.57,Near Mint,English,2,Normal,B00HZ8K3JS,Mountain (A),18108
Mountain (374),Fourth Edition,0.47,Near Mint,English,1,Normal,B00HZ8K5DW,Mountain (B),1853
Plains (364),Fourth Edition,0.73,Near Mint,English,5,Normal,B00HZ8K9C4,Plains (A),1881
Plains (365),Fourth Edition,0.64,Near Mint,English,1,Normal,B00HZ8K8ES,Plains (B),18110
Boros Signet,Guilds of Ravnica Guild Kits,0.77,Near Mint,English,2,Normal,B07J3SMLWG,Boros Signet,177406
Alpha Authority,Gatecrash,2.7,Near Mint,English,1,Normal,B00B3Z4E9E,Alpha Authority,67583
Enter the Infinite,Gatecrash,4.47,Near Mint,English,1,Normal,B00B00XNM6,Enter the Infinite,67317
Circuitous Route,Guilds of Ravnica,0.68,Near Mint,English,1,Normal,B07HCQKWQ4,Circuitous Route,176885
Mausoleum Secrets,Guilds of Ravnica,0.86,Near Mint,English,1,Normal,B07HCPPN55,Mausoleum Secrets,176443
Truce,Homelands,1.12,Near Mint,English,1,Normal,B005OV5V2M,Truce,4566
Winter Sky,Homelands,1.36,Near Mint,English,1,Normal,B005OV5W4O,Winter Sky,4572
"Unesh, Criosphinx Sovereign",Hour of Devastation,0.84,Near Mint,English,1,Normal,B073G9F9WC,"Unesh, Criosphinx Sovereign",135061
Glacial Crevasses,Ice Age,2.15,Near Mint,English,1,Normal,B0062DQKG2,Glacial Crevasses,4704
Lhurgoyf,Ice Age,0.88,Near Mint,English,1,Normal,B0062DRFUC,Lhurgoyf,4782
Star Compass,Iconic Masters,0.58,Near Mint,English,1,Normal,B077GD6524,Star Compass,145450
Forest (272),Ikoria: Lair of Behemoths,1.19,Near Mint,English,5,Normal,B086Z777X6,Forest,212774
"Lukka, Coppercoat Outcast",Ikoria: Lair of Behemoths,0.82,Near Mint,English,1,Normal,B086Z6GJ2P,"Lukka, Coppercoat Outcast",211996
Plains (260),Ikoria: Lair of Behemoths,0.64,Near Mint,English,1,Normal,B086Z76NDT,Plains,212754
Swamp (266),Ikoria: Lair of Behemoths,1.1,Near Mint,English,2,Normal,B086Z7GFZ3,Swamp,212764
Army of the Damned,Innistrad,0.96,Near Mint,English,1,Normal,B005LF50TU,Army of the Damned,52209
End the Festivities,Innistrad: Crimson Vow,1.64,Near Mint,English,1,Normal,B09MBTMXMG,End the Festivities,253770
Faithbound Judge // Sinner's Judgment,Innistrad: Crimson Vow,0.96,Near Mint,English,1,Normal,,Faithbound Judge,253513
Headless Rider,Innistrad: Crimson Vow,2.42,Near Mint,English,1,Normal,,Headless Rider,253458
Howling Moon,Innistrad: Crimson Vow,0.95,Near Mint,English,2,Normal,,Howling Moon,253675
Howlpack Piper // Wildsong Howler,Innistrad: Crimson Vow,0.82,Near Mint,English,1,Normal,,Howlpack Piper,253469
Kessig Flamebreather,Innistrad: Crimson Vow,0.74,Near Mint,English,1,Normal,B09MBTHTGG,Kessig Flamebreather,253555
Mirrorhall Mimic // Ghastly Mimicry - Extended Art,Innistrad: Crimson Vow,1.02,Near Mint,English,4,Normal,,Mirrorhall Mimic (Extended Art),253485
Reckless Impulse,Innistrad: Crimson Vow,0.49,Near Mint,English,1,Normal,,Reckless Impulse,253542
Abraham Van Helsing - Savior of Ollenbock,Innistrad: Crimson Vow,0.67,Near Mint,English,1,Normal,B09MBT4GP4,Abraham Van Helsing - Savior of Ollenbock,253200
Swamp (272),Innistrad: Crimson Vow,0.61,Near Mint,English,1,Normal,,Swamp (272),253435
Voldaren Epicure,Innistrad: Crimson Vow,0.48,Near Mint,English,1,Normal,B09MBT5M2L,Voldaren Epicure,253753
"Jacob Hauken, Inspector // Hauken's Insight",Innistrad: Double Feature,0.49,Near Mint,English,1,Normal,,"Jacob Hauken, Inspector",255441
Consuming Blob,Innistrad: Midnight Hunt,0.5,Near Mint,English,1,Normal,B09M69SMGG,Consuming Blob,248056
Falkenrath Pit Fighter - Extended Art,Innistrad: Midnight Hunt,0.55,Near Mint,English,1,Normal,B09M66KY29,Falkenrath Pit Fighter (Extended Art),248068
Fateful Absence - Extended Art,Innistrad: Midnight Hunt,1.25,Near Mint,English,1,Normal,B09M6FBJ7S,Fateful Absence (Extended Art),248226
Infernal Grasp,Innistrad: Midnight Hunt,1.23,Near Mint,English,1,Normal,B09M6N6QCS,Infernal Grasp,246014
Malevolent Hermit // Benevolent Geist,Innistrad: Midnight Hunt,1.36,Near Mint,English,1,Normal,B09M5YZ73C,Malevolent Hermit,248289
